"   Zi.Ai  Zf.Af  Emev/n    CSmb   CSerr       Ref. 
    16.32  11.22   649.0   11.40  -0.100    ! [W90]i
    16.32  11.23   649.0   17.30  -0.050    ! [W90]i
$    16.32  11.24   649.0    3.30  -0.200    ! [W90]icorrt'd      
    16.32  12.22   649.0    0.50  -0.300    ! [W90]i
    16.32  12.23   649.0    5.10  -0.200    ! [W90]i
    16.32  12.24   649.0   27.30  -0.050    ! [W90]i
    16.32  12.25   649.0   23.50  -0.050    ! [W90]i
    16.32  12.26   649.0   11.80  -0.100    ! [W90]i
    16.32  12.27   649.0    1.00  -0.300    ! [W90]i
    16.32  13.24   649.0    0.50  -0.300    ! [W90]i
$    16.32  13.25   649.0    2.60  -0.200    ! [W90]icorrt'd      
    16.32  13.26   649.0   14.60  -0.100    ! [W90]i
    16.32  13.27   649.0   25.20  -0.050    ! [W90]i
    16.32  13.28   649.0    8.40  -0.100    ! [W90]i
    16.32  13.29   649.0    1.00  -0.300    ! [W90]i
    16.32  14.26   649.0    0.90  -0.300    ! [W90]i
$    16.32  14.27   649.0    9.00  -0.100    ! [W90]icorrt'd    
    16.32  14.28   649.0   44.20  -0.050    ! [W90]i
    16.32  14.29   649.0   35.10  -0.050    ! [W90]i
    16.32  14.30   649.0   15.60  -0.050    ! [W90]i
    16.32  15.28   649.0    0.50  -0.300    ! [W90]i
    16.32  15.29   649.0    4.60  -0.200    ! [W90]i
    16.32  15.30   649.0   32.90  -0.050    ! [W90]i
    16.32  15.31   649.0   41.60  -0.050    ! [W90]i
    16.32  16.30   649.0    1.80  -0.300    ! [W90]i
    16.32  16.31   649.0   33.10  -0.050    ! [W90]i       
    18.40  12.23   656.0    0.40  -0.300    ! [W90]i
    18.40  12.24   656.0    6.70  -0.200    ! [W90]i
    18.40  12.25   656.0   14.20  -0.100    ! [W90]i
    18.40  12.26   656.0   15.10  -0.100    ! [W90]i
    18.40  12.27   656.0    2.30  -0.300    ! [W90]i
    18.40  13.26   656.0    2.20  -0.300    ! [W90]i
    18.40  13.27   656.0   21.40  -0.050    ! [W90]i
    18.40  13.28   656.0   13.80  -0.100    ! [W90]i
    18.40  13.29   656.0    8.10  -0.100    ! [W90]i
    18.40  13.30   656.0    0.60  -0.300    ! [W90]i
    18.40  14.28   656.0    5.10  -0.200    ! [W90]i
    18.40  14.29   656.0   20.90  -0.050    ! [W90]i
    18.40  14.30   656.0   31.80  -0.050    ! [W90]i
    18.40  14.31   656.0   14.10  -0.050    ! [W90]i
    18.40  14.32   656.0    3.40  -0.200    ! [W90]i
    18.40  15.30   656.0    0.80  -0.300    ! [W90]i
    18.40  15.31   656.0   17.60  -0.050    ! [W90]i
    18.40  15.32   656.0   28.10  -0.050    ! [W90]i
    18.40  15.33   656.0   18.90  -0.050    ! [W90]i
    18.40  15.34   656.0    4.90  -0.200    ! [W90]i
    18.40  15.35   656.0    0.70  -0.300    ! [W90]i
    18.40  16.32   656.0    0.60  -0.300    ! [W90]i
    18.40  16.33   656.0   11.20  -0.100    ! [W90]i
    18.40  16.34   656.0   40.90  -0.050    ! [W90]i
