  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  72.0   72.    72.    126.61e-9  5.39e-9 0.0   a    0.00  0.00   0.0 | 7.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  85.0   85.    85.    136.73e-9  5.71e-9 0.0   a    0.00  0.00   0.0 | 7.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 100.0  100.   100.    148.14e-9  6.14e-9 0.0   a    0.00  0.00   0.0 | 7.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 120.0  120.   120.    168.82e-9  7.02e-9 0.0   a    0.00  0.00   0.0 | 7.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 142.0  142.   142.    183.93e-9  7.68e-9 0.0   a    0.00  0.00   0.0 | 7.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 170.0  170.   170.    196.70e-9  8.29e-9 0.0   a    0.00  0.00   0.0 | 7.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 200.0  200.   200.    198.50e-9  8.46e-9 0.0   a    0.00  0.00   0.0 | 7.-1  0.0   0.0
#                                   O
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  85.0   85.    85.    594.66e-9 24.05e-9 0.0   a    0.00  0.00   0.0 | 8.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 100.0  100.   100.    648.65e-9 26.15e-9 0.0   a    0.00  0.00   0.0 | 8.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 120.0  120.   120.    708.94e-9 28.57e-9 0.0   a    0.00  0.00   0.0 | 8.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 142.0  142.   142.    761.43e-9 30.72e-9 0.0   a    0.00  0.00   0.0 | 8.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 170.0  170.   170.    792.58e-9 32.04e-9 0.0   a    0.00  0.00   0.0 | 8.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 200.0  200.   200.    802.60e-9 32.53e-9 0.0   a    0.00  0.00   0.0 | 8.-1  0.0   0.0
#                                   F
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  85.0   85.    85.       7.57e-9 0.51e-9 0.0   a    0.00  0.00   0.0 | 9.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 100.0  100.   100.       8.42e-9 0.50e-9 0.0   a    0.00  0.00   0.0 | 9.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 120.0  120.   120.       9.54e-9 0.54e-9 0.0   a    0.00  0.00   0.0 | 9.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 142.0  142.   142.      10.80e-9 0.63e-9 0.0   a    0.00  0.00   0.0 | 9.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 170.0  170.   170.      12.20e-9 0.73e-9 0.0   a    0.00  0.00   0.0 | 9.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 200.0  200.   200.      11.02e-9 0.73e-9 0.0   a    0.00  0.00   0.0 | 9.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 240.0  240.   240.      11.87e-9 0.84e-9 0.0   a    0.00  0.00   0.0 | 9.-1  0.0   0.0
#                                   Ne
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux  85.0   85.    85.      80.34e-9 3.50e-9 0.0   a    0.00  0.00   0.0 |10.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 100.0  100.   100.      87.74e-9 3.72e-9 0.0   a    0.00  0.00   0.0 |10.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 120.0  120.   120.      96.85e-9 4.04e-9 0.0   a    0.00  0.00   0.0 |10.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 142.0  142.   142.     105.23e-9 4.41e-9 0.0   a    0.00  0.00   0.0 |10.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 170.0  170.   170.     111.45e-9 4.71e-9 0.0   a    0.00  0.00   0.0 |10.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 200.0  200.   200.     112.70e-9 4.82e-9 0.0   a    0.00  0.00   0.0 |10.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 240.0  240.   240      113.74e-9 4.94e-9 0.0   a    0.00  0.00   0.0 |10.-1  0.0   0.0
#                                   Na
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 100.0  100.   100.     16.88e-9  0.87e-9 0.0   a    0.00  0.00   0.0 |11.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 120.0  120.   120.     18.60e-9  0.90e-9 0.0   a    0.00  0.00   0.0 |11.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 142.0  142.   142.     20.10e-9  0.97e-9 0.0   a    0.00  0.00   0.0 |11.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 170.0  170.   170.     21.15e-9  1.05e-9 0.0   a    0.00  0.00   0.0 |11.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 200.0  200.   200.     21.12e-9  1.09e-9 0.0   a    0.00  0.00   0.0 |11.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 240.0  240.   240      22.89e-9  1.23e-9 0.0   a    0.00  0.00   0.0 |11.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 285.0  285.   285      20.91e-9  1.22e-9 0.0   a    0.00  0.00   0.0 |11.-1  0.0   0.0
#                                   Mg
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 100.0  100.   100.     121.09e-9 5.07e-9 0.0   a    0.00  0.00   0.0 |12.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 120.0  120.   120.     131.50e-9 5.43e-9 0.0   a    0.00  0.00   0.0 |12.-1  0.0   0.0
  ACEW  CRIS      MeV  1/cm2/sr/MeV      flux 142.0  142.   142.     141.40e-9 5.81e-9 0.0   a    0.00  0.00   0.0 |12.-1  0.0   0.0
